V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,treatment,purchase
0.31,A,0.59,0.84,175.39,1.11,49.08,0.45,1.38,2.74,21,97.93,0.95,365.41,4,0.52,1.72,0,B,18.97,0,0
3.6,A,0.01,0.37,7.16,0.26,55.23,0.29,0.38,8.38,23,50.81,0.98,0.05,13,0.98,3.96,0,A,21.26,0,0
0.06,A,0.38,0.59,106.73,1.19,46.15,0.92,1.61,10.92,12,4.36,0.08,1.51,12,0.08,3.21,0,I,21.71,0,0
1.1,A,0.4,0.28,74.82,2.27,45.97,0.76,1.27,6.68,11,37.09,0.25,0.21,9,0.66,1.11,0,C,13.48,0,0
0.48,A,0.29,0.51,113.18,2.2,53.2,0.75,4.55,6.82,20,279.37,0.62,4.49,6,0.64,0.73,0,E,25.51,1,0
3.46,A,0.81,0.2,222.52,2.63,48.25,0.22,1.78,5.01,16,387.85,0.73,3.59,5,0.4,0.77,0,A,6.72,1,0
2.74,A,0.09,0.43,130.51,0.32,53.6,0.24,3.02,1.76,23,70.5,0.92,18.89,4,0.91,2.5,0,A,21.46,0,0
2.08,A,0.46,0.25,6.35,0.9,39.51,0.19,0.26,8.86,12,150.91,0.86,0.03,13,0.95,4.98,0,B,8.63,0,0
2.71,A,0.74,0.45,6.28,2.3,46.5,0.95,0.72,7.22,20,325.78,0.61,1.72,7,0.85,3.19,0,G,12.87,0,0
0.32,A,0.42,0.52,92.14,3.16,55.84,0.97,3.02,9.04,16,99.41,0.01,12.49,5,0.11,1.67,0,K,21.51,0,0
0,A,0.03,0.63,6.57,3.54,44.62,0.54,2.56,12.15,19,81.49,0.01,0.39,7,0,0.45,0,C,6.92,0,0
0.13,A,0.32,0.93,4.93,0.56,46.33,0.92,1.15,10.6,21,131.8,0.25,1.35,10,0.36,7.39,0,H,15.41,0,0
2.31,A,0.53,0.35,11.77,1.11,43.83,0.77,0.24,14.12,11,28.71,0.54,0.46,12,0.53,5.78,0,E,17.83,0,0
1.7,A,0.39,0.42,28.81,1.27,48.31,0.89,1.44,6.05,19,16.36,0.48,35.06,9,0.55,3,0,E,22.21,0,0
0.7,A,0.5,0.75,48.24,0.23,43.94,0.88,1.81,7.24,11,97.47,0.25,58.65,4,0.51,2.67,0,A,18.78,0,0
0.45,A,0.34,0.53,52.04,2.22,42.41,0.29,1.15,14.27,13,8.46,0.12,0.15,14,0.03,0.54,0,C,17.56,0,0
0.59,A,0.85,0.46,133.7,0.63,41.73,0.21,3.91,15.49,9,574.48,0.17,2.59,10,0.08,0.43,0,A,27.31,0,0
0.33,A,0.2,1,309.56,0.04,49.08,0.92,1.5,5.18,12,9.36,0.67,0.45,6,0.76,2.1,0,A,15.58,0,0
0.03,A,0.31,0.24,34.98,2.74,45.62,0.76,0.31,10.35,14,3.65,0.57,0.23,12,0.02,2.25,0,E,7.69,0,0
1.82,A,0.16,0.98,648.06,0.37,48.93,0.58,0.69,6.24,15,0.64,0.99,2.34,9,0.92,1.72,0,A,26.41,1,0
1.03,A,0.25,0.74,15.04,0.1,45.63,0.56,0.14,13.67,13,15.07,0.51,0.03,15,0.4,6.84,0,B,13.79,1,0
0.57,A,0.22,0.69,11.12,3.38,42.84,0.28,0.11,12.73,11,30.36,0.11,1.11,9,0.14,0.2,0,E,17.95,0,0
4.9,A,0.57,0.25,130.37,1.04,42.48,0.01,3.74,14.43,11,34.46,0.2,1.74,12,0.49,0.49,0,A,25.37,0,0
0.13,A,0.34,0.33,14.33,0.93,40.99,0.17,1.79,12.54,13,19.97,0.02,2.15,10,0.01,0.53,0,A,15.42,0,0
0.43,A,0.31,0.3,84.62,0.42,40.64,0.15,6.83,6.12,13,445.72,0.86,2.05,8,0.98,1.03,0,A,22.85,0,0
1.22,A,0.19,0.19,84.28,0.16,43.96,0.76,1.58,7.8,10,1.34,0.89,0.2,15,0.96,2.08,0,A,26.57,0,0
1.93,A,0.57,0.89,585.82,0.1,45.66,0.3,1.39,6.38,17,21.09,0.87,2.73,11,0.52,7.27,0,A,12.67,0,1
0.4,A,0.52,0.21,5.83,0.67,42.03,0.09,1.13,14.53,13,916.91,0.26,4.98,9,0.19,0.66,0,B,22.48,0,0
0.12,A,0.28,0.45,81.76,3,56.46,0.79,4.34,8.17,23,42.44,0.18,20.99,6,0.06,1.35,0,F,16.53,1,0
0.59,A,0.7,0.25,190.17,3.54,39.08,0.56,9.11,1.33,19,27.41,0.9,24.97,6,0.64,0.16,1,A,12.6,1,0
0.43,A,0.49,0.51,371.34,1,49.45,0.64,3.59,8.88,15,328.47,0.86,13.33,4,0.82,2.8,0,B,24.44,0,0
2.75,A,0.74,0.43,160.34,2.88,53,0.92,0.18,9.1,18,2.57,0.79,13.29,7,0.05,2.07,0,D,16.22,0,0
2.33,A,0.35,0.59,36.5,0.46,44.62,0.63,0.58,6.54,16,17.72,0.98,2.26,12,0.76,1.72,0,A,23.18,0,0
2.32,A,0.53,0.62,949.43,0.03,55.75,0.09,1.43,7.33,15,735.68,1,7.09,8,0.99,2.97,0,A,30.53,0,1
1.74,A,0.49,0.08,60.94,4.75,46.69,0.21,2.39,11.21,14,57.09,0.4,3.29,12,0.43,0.23,0,F,25.77,1,0
0.72,A,0.1,0.79,36.63,0.38,45.03,0.7,1.36,6.74,15,51.96,0.92,0.31,8,0.97,2.78,0,A,23.99,0,0
0.44,A,0.45,0.74,7.56,0.22,42.89,0.15,6.12,16.44,13,2560.96,0.26,0.88,10,0.65,2.91,0,B,28.35,0,0
3.95,A,0.18,0.99,3134.49,0.69,52.14,0.84,0.64,4.18,12,0.88,0.99,3.53,4,0.9,0.68,0,A,21.3,0,0
1.3,A,0.26,0.3,20.67,0.46,47.52,0.6,1.78,12.47,15,23.98,0.52,3.07,12,0.46,1.02,0,B,31.56,1,0
2.26,A,0.45,0.41,8.11,1.33,45.54,0.29,1.39,9.27,17,64.11,0.75,1.07,10,0.52,1.33,0,A,14.11,0,0
1.86,A,0.46,0.47,265.56,2.11,53.84,0.89,0.49,9.27,14,182.43,0.28,35.37,3,0.09,0.24,0,B,24.79,1,0
3.15,A,0.77,0.74,34.69,1.07,48.49,0.56,1.11,12.69,13,20.24,0.78,2.65,9,0.61,0.48,0,B,29.19,1,0
0.94,A,0.17,0.26,49.5,0.14,47.85,0.54,0.19,13.3,12,23.01,0.21,0.48,12,0.13,6.85,0,A,20.39,0,0
0.27,A,0.43,0.49,68.26,0.62,41.33,0.38,2.54,10.14,16,29.9,0.5,13.32,11,0.36,5.01,0,C,23.09,0,0
1.84,A,0.2,0.57,83.11,3.92,46.75,0.16,1.69,9.6,12,42.64,0.08,4.12,4,0.23,0.27,0,A,15.06,0,0
0.48,A,0.12,0.84,2.72,0.29,34.54,0.15,1.08,14.29,13,16.2,0.38,0.22,17,0.5,4.76,0,B,21.05,0,0
3.32,A,0.8,0.26,10.94,0.82,47.95,0.34,0.9,15.08,12,1366.72,0.02,8.15,8,0.04,1.2,0,B,22,0,0
0.2,A,0.27,0.84,43.39,1.2,49.12,0.92,1.84,4.63,15,17.67,0.28,0.83,9,0.7,3.77,0,F,11.76,1,0
0.24,A,0.5,0.72,8.89,2.09,42.6,0.69,1.25,13.37,12,26.43,0.06,1.72,8,0.25,3.9,0,G,10.93,0,0
0.11,A,0.11,0.25,4.4,5.44,49.07,0.67,1.67,10.68,21,115.07,0.1,3.17,7,0.03,0.27,0,F,11.78,1,0
3.41,A,0.51,0.05,69.6,3.83,53.74,0.46,0.14,8.62,16,74.5,0.82,0.79,5,0.12,0.14,0,A,11.88,1,0
0.51,A,0.91,0.57,534.83,3.23,41.68,0.22,2.83,8.58,11,21.12,0.13,21.49,9,0.11,1.15,0,G,14.81,0,0
0.88,A,0.16,0.65,230.37,1.37,45.52,0.79,1.31,10.22,14,8.95,0.15,2.35,8,0.03,2.09,0,A,20.28,0,0
3.21,A,0.74,0.54,227.28,1.42,46.35,0.63,0.93,7.36,19,99.32,0.86,9.42,6,0.24,1.09,0,A,20.29,0,0
7.07,A,0.24,0.37,2.45,1.93,52.28,0.35,0.12,7.36,21,225.56,0.9,0.41,7,0.89,3.18,0,A,7.67,1,0
0.14,A,0.5,0.88,28.88,0.01,41.56,0.89,6.4,4.67,21,395.73,0.82,4.14,10,0.96,9.03,0,A,25.5,0,0
2,A,0.56,0.46,20.63,0.58,45.32,0.45,0.23,6.63,14,11.68,0.81,38.57,7,0.85,2.26,0,B,22.41,1,0
1.8,A,0.8,0.43,1231.78,0.52,43.46,0.44,1.8,5.18,6,4.66,0.62,6.09,8,0.87,4.45,0,A,16.87,0,0
1.79,A,0.26,0.88,3.29,0.17,48.72,0.45,0.1,12.25,20,10383.15,0.84,0.12,9,0.65,3.48,0,A,15.44,1,0
0.29,A,0.42,0.74,1126.58,1.09,44.88,0.59,3.71,10.08,12,7.44,0.37,2.52,8,0.26,0.31,1,B,26.41,1,1
2.02,A,0.87,0.05,705.39,1.66,47.43,0.34,1.08,8.19,16,929.16,0.68,7.62,7,0.15,0.74,0,A,24.23,1,0
1.47,A,0.53,0.49,1122.83,0.34,43.7,0.83,4.43,0.66,14,5.35,0.98,34.83,6,0.94,1.54,1,A,20.71,1,0
0.2,A,0.51,0.27,261.33,3.3,42.57,0.45,5.67,8.99,10,285.32,0.44,0.6,8,0.48,0.35,0,D,17.74,0,0
2.96,A,0.32,0.7,30.36,0.06,48,0.9,1.07,8.77,14,17.85,0.82,25.58,8,0.54,0.84,0,A,33.24,0,0
0.7,A,0.34,0.38,176.52,0.77,46.76,0.13,5.1,11.19,12,954.44,0.2,7.01,8,0.15,0.06,0,A,30.25,1,0
1.72,A,0.98,0.26,52.08,4.44,47.78,0.12,2.9,12,13,6473.89,0.09,2.6,8,0.1,0.48,0,F,12.76,0,0
2.75,A,0.57,0.25,60.98,0.44,49.38,0.86,13.4,8.35,15,55.48,0.42,13.3,5,0.94,2.15,0,A,32.53,0,0
3.32,A,0.85,0.65,50.24,0.92,38.34,0.38,0.58,8.54,14,18.36,0.69,10.87,9,0.42,2.75,0,A,14.09,1,0
0.27,A,0.07,0.44,66.28,1.94,49.78,0.75,2,13.78,13,15.71,0.09,0.23,13,0.16,0.66,0,J,29.85,0,0
0.22,A,0.65,0.6,65.69,1.61,45.26,0.49,0.14,11.61,12,460.97,0.76,0.62,8,0.17,0.94,0,C,16.55,0,0
0.76,A,0.08,0.4,14.99,1.24,48.7,0.86,1.27,4.66,25,14.47,0.64,0.63,10,0.25,4.49,0,A,11.86,1,0
0.26,A,0.35,0.12,12.89,0.14,36.28,0.12,1.88,18.51,9,1.03,0.05,2.43,20,0.01,2.98,0,A,29.23,0,0
3.21,A,0.18,0.76,1.42,0.09,44.97,0.68,2.22,4.76,23,81.62,0.92,27.56,8,0.84,0.6,0,A,20.72,0,0
0.59,A,0.64,0.57,65.25,0.17,47.84,0.79,1.79,8.8,17,69.99,0.77,21.51,8,0.54,5.74,0,B,27.94,0,0
1.12,A,0.79,0.41,55.49,0.8,45.94,0.2,6.08,16.48,14,22357.3,0.02,2.84,7,0.15,2.02,0,C,25.37,0,0
1,A,0.74,0.82,76.16,1.86,39.05,0.32,0.55,13.54,8,34.47,0.31,0.41,8,0.37,2.31,0,B,13.59,0,0
0.9,A,0.31,0.57,87.37,0.13,37.83,0.03,2.22,11.36,7,43.43,0.56,6.04,9,0.76,2.84,0,A,24.45,0,1
0.6,A,0.18,0.57,0.57,0.85,46.07,0.39,3.22,12.06,21,28651.48,0.05,0.88,8,0.66,4.49,0,F,17.17,0,0
1.79,A,0.73,0.01,381.66,6.94,48.02,0.85,0.14,4,16,2,0.8,4.98,9,0.21,1.87,0,F,13.12,0,0
0.84,A,0.12,0.42,75.42,0.62,55.83,0.55,0.63,9.73,17,215.14,0.12,2.61,6,0.15,1.61,0,A,19.69,0,0
0.76,A,0.23,0.07,45.78,0.41,44.04,0.14,2.34,7.99,13,76.15,0.5,2.03,9,0.55,0.95,0,A,20.67,0,0
1.78,A,0.79,0.88,7.22,0.78,37.9,0.88,1.5,4.78,14,22.71,0.72,6.84,8,0.92,1.98,0,B,18.3,1,0
3.65,A,0.95,0.67,18.21,0.78,46.61,0.57,0.18,10.16,17,857.16,0.98,1.02,9,0.88,4.72,0,C,17.47,1,0
0.84,A,0.79,0.47,129.41,1.03,39.87,0.27,0.81,11.17,8,91.01,0.34,1.98,8,0.19,0.92,0,A,16.54,0,0
0.35,A,0.37,0.37,18.58,0.12,35.7,0.34,1.22,7.41,13,22.19,0.88,2.27,15,0.84,4.68,0,A,21.88,1,0
2.3,A,0.15,0.6,315.54,2.17,50.58,0.1,3.65,8.97,16,53.2,0.72,4.49,6,0.44,0.03,0,A,25.65,1,1
1.46,A,0.26,0.13,8.62,4.97,44.72,0.8,2.54,7.75,15,34.8,0.12,0.62,7,0.33,0.67,0,C,8.94,0,0
1.49,A,0.94,0.49,45.85,1.1,49.05,0.15,1.82,13.14,19,72008.96,0.61,11.64,5,0.44,1.89,0,D,22.87,0,0
0.63,A,0.64,0.89,21.33,0.37,46.49,0.58,1.19,11.37,16,80.44,0.42,2.67,9,0.28,1.45,0,B,22.52,0,0
1.51,A,0.05,0.37,12.13,0.2,43.41,0.6,2.72,11.43,15,43.22,0.69,0.28,9,0.94,3.19,0,A,24.95,0,0
1.75,A,0.71,0.28,59.19,1.39,50.36,0.82,1.79,6.67,12,121.76,0.22,9.56,3,0.49,2.45,0,A,9.64,0,0
0.02,A,0.41,0.67,55.42,5.59,39.86,0.98,11.88,7.18,12,54.72,0,7.62,5,0.02,1.06,0,M,8.25,1,0
0.11,A,0.78,0.63,8.1,1.53,39.76,0.55,11.56,11.62,12,2666.32,0.12,0.87,8,0.5,0.03,0,C,25.97,0,0
7.9,A,0.52,0.87,35.06,1.76,50.51,0.64,0,12.64,13,132.86,0.99,0.25,9,0.58,1.04,0,B,20.66,0,0
0.8,A,0.22,0.53,7.83,2.39,39.62,0.41,0.6,12.95,7,66.61,0.04,0.02,11,0.39,1.48,0,C,9.5,0,0
0.06,A,0.06,0.9,10.78,0.02,44.95,0.55,4.18,12.26,18,233.84,0.52,2.33,9,0.71,4.13,0,A,27.85,1,0
1.79,A,0.64,0.61,27.21,0.56,42.55,0.51,2.08,6.44,18,1.07,0.88,41.38,10,0.32,0.5,0,A,27.41,0,0
0.15,A,0.25,0.9,39.5,0.86,44.41,0.93,0.72,10.21,16,38.1,0.37,0.34,11,0.14,5.52,0,F,13.54,0,0
1.64,A,0.18,0.54,45.6,0.04,50.4,0.41,4.68,6.28,18,265.08,0.84,3.54,7,0.98,2.16,0,A,27.01,0,0
1.41,A,0.76,0.45,460.26,0.24,43.08,0.07,2.71,9.6,14,339.16,0.67,3.65,11,0.41,4.31,0,A,24.37,0,1
0.94,A,0.51,0.7,38.59,0.11,41.41,0.19,5.24,4.74,18,767.12,0.82,2.18,7,0.98,4.9,0,A,14.15,0,1
0.73,A,0.35,0.27,24.26,0.55,48.92,0.52,0.16,13.56,15,8.34,0.38,0.58,12,0.05,1.85,0,A,23.16,0,0
1.54,A,0.69,0.71,176.85,1.26,49.44,0.5,1.44,13.54,11,148.99,0.41,3.95,6,0.14,0.03,0,A,24.15,0,0
0.64,A,0.4,0.67,26.11,2.24,44.78,0.55,0.36,8.39,14,173.78,0.33,1.22,7,0.27,2.62,0,C,1.9,0,0
0.34,A,0.88,0.75,39.72,0.98,37.06,0.16,4.39,9.26,11,103.15,0.37,1.06,14,0.55,0.86,0,D,21.49,0,0
1.7,A,0.58,0.4,5.85,0.45,40.96,0.47,2.02,5.95,11,11.91,0.79,0.52,10,0.99,2.07,0,A,14.87,0,0
0.78,A,0.63,0.24,682.24,0.67,49.14,0.27,4.44,5.93,15,147.12,0.84,6.15,7,0.71,1.38,0,A,25.34,0,0
1.07,A,0.43,0.89,71.54,0.35,51.63,0.1,3.41,10.63,24,2231.73,0.93,1.08,10,0.85,5.21,0,D,20.32,1,1
0.05,A,0.33,0.22,188.07,2.54,45.47,0.78,8.39,5.61,15,43.61,0.12,1.03,9,0.53,2.69,0,E,15.84,1,0
2.16,A,0.59,0.75,83.78,0.01,38.44,0.04,5.83,9.86,12,323.53,0.76,2.12,11,1,2.43,1,A,33.43,0,1
0.46,A,0.61,0.59,6.38,0.38,36.64,0.41,0.48,10.19,12,15.35,0.67,1.89,12,0.41,1.1,1,A,17.06,0,0
1.55,A,0.85,0.36,13.08,1.68,51.34,0.97,0.55,7.43,20,11677.6,0.7,1.3,3,0.75,5.04,0,C,11.36,0,0
0.41,A,0.2,0.29,5.67,0.71,45.56,0.64,0.66,10.55,15,351.39,0.35,0.33,10,0.52,4.11,0,C,13.2,0,0
0.56,A,0.56,0.45,207,6.98,51.32,0.91,1.57,5.57,22,99.51,0.9,2.91,5,0.23,0.56,0,D,10.92,0,0
0.01,A,0.27,0.93,2.74,0.13,46.55,0.77,0.49,9.77,17,471.7,0.27,0.84,11,0.19,4.26,0,D,19.94,0,0
2.32,A,0.43,0,284.01,1.65,47.59,0.03,1.18,6.43,16,114.94,0.76,1.2,11,0.28,0.12,0,A,18.4,0,0
0.14,A,0.2,0.43,16.95,2.45,44.95,0.16,1.16,11.9,11,29.24,0.04,0.75,10,0.15,1.42,0,D,13.77,0,0
1.51,A,0.79,0.9,503.84,0.15,53.58,0.5,3.08,3.51,20,458.09,0.89,215.31,2,0.54,0.78,0,A,21.41,0,0
2.86,A,0.68,0.15,12.12,2.49,42.92,0.6,0.01,15.09,10,41.97,0.08,4.91,9,0,0.82,0,B,19.32,0,0
2.76,A,0.71,0.29,44.72,0.98,49.46,0.25,1.34,15.49,16,679.16,0.69,4.73,8,0.35,0.62,0,B,32.91,0,0
2.05,A,0.82,0.44,126.96,0.14,43.85,0.66,1.17,6.88,10,16.3,0.55,2.13,11,0.81,6.01,0,A,17.64,1,0
2.93,A,0.27,0.26,114.97,2.27,48.29,0.01,0.16,13.5,15,25.43,0.66,1.67,12,0.06,0.36,0,A,22.24,0,0
0.37,A,0.56,0.93,357.52,0.33,52.06,0.08,0.78,11.83,15,358.26,0.84,0.71,8,0.26,1.82,0,B,18.19,0,0
2.67,A,0.4,0.89,6.56,2.34,50.33,0.73,0.03,3.55,17,75.12,0.85,3.55,6,0.82,1.63,0,C,7.92,1,0
6.88,A,0.8,0.46,138.47,0.93,47.9,0.29,0.24,9.4,14,9.17,0.67,31.73,9,0.7,3.55,0,C,28.91,0,0
1.18,A,0.47,0.33,17.46,2.33,41.31,0.15,0.11,16.97,9,89.33,0.16,0.22,14,0.05,0.33,0,D,20.29,1,0
0.4,A,0.38,0.29,8.43,0.93,48.19,0.79,1.05,11.23,19,4057.05,0.87,0.16,10,0.66,3.15,0,D,16.73,0,0
1.17,A,0.02,0.58,7.45,0.33,42.78,0.25,4.61,11.69,15,46.64,0.79,0.06,13,0.92,0.3,0,A,31.01,0,1
2.37,A,0.87,0.27,462.45,2.78,53.5,0.78,1.22,9.67,13,336.13,0.14,2.54,5,0.18,2.72,0,D,16.51,0,0
6.08,A,0.25,0.61,12.86,1.22,46.82,0.26,0.19,9.56,15,431.1,0.5,0.42,10,0.69,0.78,0,B,16.17,1,1
4.56,A,0.52,0.2,610.41,1.81,45.04,0.1,1.97,5.22,12,15.45,0.87,2.44,10,0.85,0.65,0,A,18.61,0,1
0.31,A,0.56,0.62,54.42,0.72,38.33,0.3,8.54,9.88,15,2479.06,0.2,0.83,8,0.47,0.62,0,A,19.9,0,1
0.85,A,0.49,0.09,147.05,0.83,43.47,0.27,1.94,10.51,14,22.4,0.26,1.16,13,0.13,2.68,0,A,20.99,0,0
0.47,A,0.41,0.54,42.21,1.04,45.88,0.79,2.13,9.19,16,158.66,0.62,26.55,5,0.37,1.73,0,B,22.88,1,0
6.51,A,0.67,0.22,10.42,5.98,40.24,0.33,0.16,8.47,14,11.54,0.92,0.13,11,0.71,0.04,0,B,10.53,0,0
0.03,A,0.03,0.99,263.68,0.12,46.52,0.5,3.62,12.96,18,5.76,0.33,0.89,10,0.06,3.34,0,A,27.97,0,0
3.36,A,0.8,0.99,63.48,0.38,46.42,0.83,2.76,6.97,24,194.3,0.98,65.35,8,0.88,2.86,0,B,31.39,1,0
0.29,A,0.01,0.85,21.87,0.59,49.17,0.15,3.91,8.34,22,2.56,0.66,0.34,13,0.59,0.74,0,A,20.67,0,0
0.06,A,0.27,0.58,5.44,0.64,47.3,0.99,1.65,12.35,16,29.49,0.28,0.4,10,0.34,4.94,0,F,19.79,0,0
0.04,A,0.57,0.59,3.44,2.63,48.26,0.97,1.18,3.68,19,184.32,0.43,0.83,6,0.45,2.42,0,F,0,0,0
3.86,A,0.44,0.86,35.36,4.27,51.8,0.33,0.77,14.83,17,2406.37,0.74,0.53,6,0.48,0.08,0,D,23.29,0,1
0.48,A,0.25,0.42,86.22,0.82,43.62,0.14,1.03,11.44,12,20.75,0.49,0.57,14,0.36,1.29,0,C,23.07,0,0
1.95,A,0.66,0.01,10.67,2.16,43.79,0.56,2.07,11.21,12,557.58,0.17,0.07,12,0.59,1.61,0,E,17.33,1,0
1.01,A,0.93,0.18,20.81,1.5,46.22,0.79,0.64,6.24,11,86.9,0.39,0.9,8,0.56,2.77,0,D,7.84,0,0
1.3,A,0.94,0.24,315.61,0.1,46.49,0.67,0.56,9.65,11,219.26,0.8,6.96,9,0.57,4.5,0,A,31.44,0,0
0.03,A,0.01,0.83,7.02,0.4,47.81,0.23,0.84,8.84,19,209.24,0.37,0.43,11,0.24,1.27,0,B,15.35,1,0
5.04,A,0.41,0.12,187.36,1.3,52.64,0.48,2.99,3.74,19,148.77,0.85,0.6,9,0.97,1.26,0,A,23.61,1,0
1.6,A,0.91,0.61,993.41,0.82,42.12,0.05,6.88,9.52,12,666.84,0.71,14.39,6,0.45,0.38,1,A,22.46,0,0
2.6,A,0.59,0.43,22.16,0.55,40.34,0.27,0.72,10.38,13,31.54,0.78,1.85,10,0.67,1.79,0,A,21.32,0,0
5.55,A,0.93,0.13,280.34,4.28,50.65,0.22,8.64,4.1,20,3377.8,0.58,41.67,4,0.56,0.3,0,A,14.16,0,0
0.35,A,0.36,0.33,31.62,0.34,43.33,0.65,1.14,9.57,15,3.41,0.62,40.57,10,0.16,2.35,0,A,26.09,0,0
0.41,A,0.36,0.46,65.86,0.56,46.74,0.3,3.81,13.84,13,211.44,0.38,1.55,11,0.45,1.74,0,C,28.03,0,0
5.71,A,0.64,0.44,33.71,2.68,46.12,0.62,1.4,8.08,18,66.41,0.57,1.16,9,0.48,1.43,0,C,12.77,0,0
0.52,A,0.86,0.91,1641.31,0.67,52.48,0.66,12.23,7.01,17,653.32,0.72,33.1,4,0.81,0.2,1,A,32.21,0,0
0.22,A,0.07,1,49.48,0.01,47.63,0.55,0.92,10.95,9,169.13,0.77,1.49,6,0.8,1.69,0,A,26.12,0,0
1.2,A,0.18,0.35,69.76,1.14,47.36,0.72,0.59,5.84,18,1.83,0.89,2.68,10,0.47,1.6,0,A,20.19,1,0
1.32,A,0.48,0.33,305.49,0.2,48.97,0.46,0.76,10.93,9,17.11,0.91,1.35,9,0.67,4.48,0,A,24.96,1,0
1.32,A,0.43,0.61,32.45,0.24,45.56,0.23,0.26,13.5,18,4145.86,0.82,4.77,8,0.32,2.62,0,A,25.68,0,0
1.61,A,0.74,0.68,157.47,4.05,42.05,0.32,1.88,8.3,11,185.93,0.33,0.54,5,0.62,0.38,0,B,11.39,0,0
0.72,A,0.64,0.76,121.78,0.02,46.79,0.24,0.94,8.74,9,79.38,0.88,48.11,6,0.68,2.88,0,A,23.11,0,0
4.13,A,0.19,0.32,4.77,0.07,46.17,0.67,3.9,9.23,15,15.72,0.75,0.94,11,1,5.23,0,A,30.83,0,0
2.58,A,0.51,0.62,106.57,1.09,47.34,0.69,0.6,8.33,18,24.45,0.93,0.91,11,0.74,4.37,0,C,19.91,0,0
0.91,A,0.56,0.03,36.31,1.84,37.31,0.14,0.98,11.24,6,5.8,0.24,0.06,16,0.46,1.22,0,D,10.94,0,0
1.56,A,0.47,0.35,64.6,0.23,50.37,0.36,3.16,10.99,15,1964.48,0.72,0.11,7,0.94,5.33,0,B,16.63,0,0
2.81,A,1,0.43,25.12,3.07,44.09,0.85,4.03,10.34,12,456.25,0.02,11.63,6,0.13,0.29,0,F,15.15,0,0
0.25,A,0.88,0.26,2030.44,0.38,44.6,0.16,1.34,8.11,12,2.31,0.98,12.42,13,0.23,1.65,0,A,25.39,0,0
0.36,A,0.39,0.76,782.21,0.44,48,0.53,1.49,4.46,15,39.82,0.9,1.05,10,0.62,3.37,0,B,15.96,1,0
1.17,A,0.9,0.4,79.03,1.15,47.08,0.69,0.18,8.99,12,50.32,0.77,1.36,8,0.34,2.51,0,B,13.93,0,0
0.14,A,0.38,0.92,1.9,0.37,31.14,0.08,1.15,18.76,6,443.89,0.08,0.04,14,0.37,0.9,0,B,21.37,1,1
1.58,A,0.12,0.91,11.21,0.05,49.53,0.31,1.59,6.07,21,73.79,0.86,9.59,8,0.8,1.65,0,A,23.9,0,0
0.39,A,0.13,0.43,264.34,1.36,48.97,0.79,0.28,5.25,10,6.81,0.73,3.89,5,0.31,1.28,0,A,11.75,0,0
2.75,A,0.32,0.94,107.55,1.43,49.03,0.1,0.41,9.83,20,159.39,0.95,0.33,9,0.66,1.52,0,B,14.6,1,0
0.36,A,0.83,0.79,5.44,1.67,46.92,0.96,5.79,8.19,20,212.5,0.13,45.99,5,0.27,1.89,0,F,16.81,0,0
0.08,A,0.17,0.98,13.2,0.12,50.32,0.27,1.91,9.24,17,482.44,0.62,0.25,8,0.69,1.9,0,A,15.02,0,0
0.39,A,0.49,0.18,25.23,3.26,37.51,0.25,0.17,14.99,18,60.76,0.61,1.12,18,0.01,0.29,0,F,27.01,1,0
0.92,A,0.16,0.61,241.05,4.86,43.6,0.9,0.69,11.52,14,1.05,0.44,5.51,14,0.09,0.22,0,I,33.79,0,0
0.7,A,0.23,0.92,42.41,0.03,51.8,0.64,0.54,4.33,15,9.65,0.59,5.78,6,0.85,13.36,0,A,10.04,0,0
1.25,A,0.19,0.62,317.99,0.12,58.54,0.63,1.17,0,18,125.51,0.81,21.09,3,0.88,3.73,0,A,13.82,0,0
0.66,A,0.18,0.47,4.97,3.67,50.26,0.69,1.93,7.66,20,332.57,0.23,1.47,8,0.78,0.98,0,J,20.64,0,0
0.95,A,0.02,0.73,22.08,0.6,47.93,0.13,1.73,9.06,14,202.4,0.64,0.93,6,0.77,0.64,0,A,15.16,0,0
2.89,A,0.33,0.88,31.41,0.09,43.72,0.34,4.3,6.59,15,128.02,0.32,4.32,5,0.81,0.49,1,A,22.98,0,1
3.37,A,0.94,0.08,587.85,8.43,44.92,0.44,1.05,12.1,9,36.71,0.47,3.27,8,0.26,0.01,0,E,25.45,0,0
3.98,A,0.48,0.81,14.34,0.19,46.2,0.71,1.31,5.79,16,47.92,0.86,1.51,8,0.99,4.61,0,A,22.16,1,0
0.64,A,0.35,0.48,42.02,3.64,48.68,0.75,0.78,9.19,15,15.6,0.09,1.26,7,0.07,1.71,0,C,6.22,0,0
1.2,A,0.01,0.89,4.05,2.28,46.63,0.57,1.86,9.93,20,10.43,0.51,0.23,12,0.63,0.46,0,D,20.13,0,0
3.33,A,0.36,0.88,7.01,3.55,43.9,0.18,1.02,14.64,15,192.16,0.2,0.58,7,0.33,0.1,0,C,17.6,0,0
0.1,A,0.62,0.66,46.59,2.09,47.24,0.19,5.13,9.64,17,1099.26,0.58,0.66,9,0.64,2.82,0,G,15.76,0,0
0.33,A,0.8,0.58,643.5,1.7,48.81,0.62,1.38,8.74,11,426.12,0.16,1.45,3,0.05,0.34,0,A,15.65,1,0
